Year,Terminal,Station,Latitude,Longitude,NB Docks,Notes,Install Date
2010,30029,5th Street & 3rd Ave. S,44.97739,-93.26701,27,,
2010,30030,3rd Ave S. & S. 2nd Street,44.980926,-93.26285,19,,
2010,30031,University Ave. & 23rd Ave. SE,44.974588,-93.223323,23,,
2010,30032,4th Street & 17th Ave. SE,44.97913,-93.23189,15,,
2010,30033,Franklin & 11th Ave.,44.96251,-93.2583,15,,
2010,30034,Mayo Building,44.972165,-93.23193,25,,
2010,30035,Loring Park,44.970923,-93.286468,15,,
2010,30036,Downtown Library,44.980199,-93.269217,31,,
2010,30037,Cedar-Riverside LRT,44.96778,-93.25033,15,,
2010,30038,Franklin Avenue LRT,44.96378,-93.247546,15,,
2010,30039,Park Ave. S & 5th Street,44.97491,-93.26078,19,,
2010,30040,11th Street & Marquette,44.97265,-93.27405,19,,
2010,30041,Franklin & Portland,44.962846,-93.267526,15,,
2010,30042,IDS Center,44.975641,-93.272185,19,,
2010,30043,Lake Street & Humboldt,44.94865,-93.30077,19,,
2010,30044,26th Street & Hennepin,44.9554734,-93.29714298,15,,
2010,30045,Franklin & 28th Ave.,44.9627,-93.23066,19,,
2010,30046,Chicago & S. 2nd Street,44.97792,-93.25661,19,,
2010,30047,University & Bank Street SE,44.98717,-93.25576,15,,
2010,30048,Franklin & Colfax,44.9629,-93.29174,15,,
2010,30049,Nicollet and 24th Street,44.959046,-93.2783,11,,
2010,30050,3rd Street & 2nd Ave. S,44.97974,-93.26599,27,,
2010,30051,7th Street & 4th Ave. S,44.97497,-93.266684,15,,
2010,30052,Nicollet Mall and Grant Street,44.96995,-93.27833,15,,
2010,30053,2nd Ave N. and 4th Street N.,44.98193,-93.274108,27,,
2010,30054,27th Street & 5th Ave S.,44.954096,-93.26907,15,,
2010,30055,5th Street & Hennepin,44.9794,-93.27221,15,,
2010,30056,5th Ave N & 4th Street N,44.98439,-93.277316,20,,
2010,30057,Cooke Hall,44.97631,-93.230073,15,,
2010,30058,Coffman Union,44.973366,-93.235929,11,,
2010,30059,Summit Academy,44.983938,-93.291001,15,,
2010,30060,Nicollet & Franklin,44.96342,-93.277839,23,,
2010,30061,24th & Emerson Avenue S,44.959629,-93.294317,11,,
2010,30062,International Market Square,44.979396,-93.288464,19,,
2010,30063,Elliot Park,44.970065,-93.261176,15,,
2010,30064,27th & Nicollet,44.953744,-93.277689,15,,
